state,district,month,bio_age_5_17,bio_age_17_plus,total_bio_updates,child_to_adult_ratio,child_bio_share,Bio_Stress_Index,LOW_CHILD_COMPLIANCE,INFRA_STRESS,ADULT_SPIKE,CATCH_UP_SPIKE,child_change,adult_change,FUTURE_SURGE_RISK
Uttar Pradesh,Sonbhadra,2025-11,5584,3258,8842,1.7139349294045427,0.6315313277539019,0.6868479865020279,0,0,0,0,2554.0,1333.0,0
Uttar Pradesh,Sonbhadra,2025-12,6485,3828,10313,1.694096133751306,0.6288179967031902,0.8011155038221459,0,0,0,0,901.0,570.0,0
Uttar Pradesh,Sultanpur,2025-03,7108,4601,11709,1.5448815474896762,0.6070544025962934,0.9095570090423258,0,0,0,0,,,0
Uttar Pradesh,Sultanpur,2025-04,6820,4691,11511,1.45384779364741,0.5924767613587004,0.8941763370984894,0,0,0,0,-288.0,90.0,0
Uttar Pradesh,Sultanpur,2025-05,4920,3567,8487,1.3793103448275863,0.5797101449275363,0.6592715292289879,0,0,0,0,-1900.0,-1124.0,0
Uttar Pradesh,Sultanpur,2025-06,3415,3172,6587,1.0766078184110972,0.5184454228024897,0.5116792226972243,1,0,0,0,-1505.0,-395.0,0
Uttar Pradesh,Sultanpur,2025-07,8768,5462,14230,1.6052727938484073,0.6161630358397752,1.1053886957615762,0,0,0,0,5353.0,2290.0,0
Uttar Pradesh,Sultanpur,2025-09,8783,3294,12077,2.666363084395871,0.7272501449035357,0.9381433084126884,0,0,0,0,15.0,-2168.0,1
Uttar Pradesh,Sultanpur,2025-10,4982,2835,7817,1.7573192239858906,0.6373288985544326,0.6072258211362082,0,0,0,0,-3801.0,-459.0,0
Uttar Pradesh,Sultanpur,2025-11,9205,4302,13507,2.1397024639702464,0.6814984822684534,1.0492259391181735,0,0,0,0,4223.0,1467.0,0
Uttar Pradesh,Sultanpur,2025-12,6799,5741,12540,1.1842884514892875,0.5421850079744817,0.9741092231096392,1,0,0,0,-2406.0,1439.0,0
Uttar Pradesh,Unnao,2025-03,12044,5765,17809,2.0891587163920207,0.6762872704812174,1.3834059931706193,0,0,0,0,,,0
Uttar Pradesh,Unnao,2025-04,13248,6435,19683,2.0587412587412586,0.6730681298582533,1.5289786155077376,0,1,0,0,1204.0,670.0,0
Uttar Pradesh,Unnao,2025-05,11611,6275,17886,1.850358565737052,0.6491669462149167,1.3893873655932223,0,0,0,0,-1637.0,-160.0,0
Uttar Pradesh,Unnao,2025-06,8324,6047,14371,1.3765503555482057,0.579222044394962,1.1163415985094598,0,0,0,0,-3287.0,-228.0,0
Uttar Pradesh,Unnao,2025-07,12653,8278,20931,1.528509301763711,0.6045100568534709,1.6259234568507064,0,1,0,0,4329.0,2231.0,0
Uttar Pradesh,Unnao,2025-09,11330,4755,16085,2.3827549947423763,0.7043829654958036,1.249485395033377,0,0,0,0,-1323.0,-3523.0,0
Uttar Pradesh,Unnao,2025-10,5189,2923,8112,1.7752309271296614,0.6396696252465484,0.6301414687292978,0,0,0,0,-6141.0,-1832.0,0
Uttar Pradesh,Unnao,2025-11,8584,5168,13752,1.6609907120743037,0.6242001163467132,1.0682575786446378,0,0,0,0,3395.0,2245.0,0
Uttar Pradesh,Unnao,2025-12,9873,7888,17761,1.2516480730223123,0.5558808625640448,1.3796773454266589,1,0,0,0,1289.0,2720.0,0
Uttar Pradesh,Varanasi,2025-03,9546,8002,17548,1.1929517620594852,0.5439936175062685,1.3631314710628348,1,0,0,0,,,0
Uttar Pradesh,Varanasi,2025-04,13733,8781,22514,1.5639448809930532,0.6099760149240473,1.7488911522400652,0,1,0,0,4187.0,779.0,0
Uttar Pradesh,Varanasi,2025-05,12745,8747,21492,1.4570709957699783,0.5930113530616044,1.669502027358243,0,1,0,0,-988.0,-34.0,0
Uttar Pradesh,Varanasi,2025-06,8846,8135,16981,1.08740012292563,0.5209351628290442,1.3190868195873031,1,0,0,0,-3899.0,-612.0,0
Uttar Pradesh,Varanasi,2025-07,14601,13332,27933,1.0951845184518452,0.5227150681989046,2.1698399465009213,1,1,1,1,5755.0,5197.0,0
Uttar Pradesh,Varanasi,2025-09,12562,7006,19568,1.793034541821296,0.6419664758789861,1.5200453969544994,0,1,0,0,-2039.0,-6326.0,0
Uttar Pradesh,Varanasi,2025-10,6717,4562,11279,1.4723805348531347,0.5955315187516624,0.8761545396693478,0,0,0,0,-5845.0,-2444.0,0
Uttar Pradesh,Varanasi,2025-11,12049,8872,20921,1.358092876465284,0.575928492901869,1.6251466552373814,0,1,0,0,5332.0,4310.0,0
Uttar Pradesh,Varanasi,2025-12,11682,12493,24175,0.9350836468422316,0.4832264736297828,1.8779179002133597,1,1,0,0,-367.0,3621.0,0
Uttarakhand,Almora,2025-03,1410,1627,3037,0.8666256914566687,0.4642739545604215,0.4963956153736517,0,0,0,0,,,0
Uttarakhand,Almora,2025-04,1878,1873,3751,1.002669514148425,0.5006664889362836,0.6130984370321263,0,0,0,0,468.0,246.0,0
Uttarakhand,Almora,2025-05,1134,1546,2680,0.7335058214747736,0.4231343283582089,0.4380442045444144,0,0,0,0,-744.0,-327.0,0
Uttarakhand,Almora,2025-06,1466,1627,3093,0.9010448678549478,0.4739734885224701,0.5055487778566693,0,0,0,0,332.0,81.0,0
Uttarakhand,Almora,2025-07,1401,1988,3389,0.704728370221328,0.4133962820891118,0.5539297795526196,0,0,0,0,-65.0,361.0,0
Uttarakhand,Almora,2025-09,1608,1279,2887,1.2572322126661457,0.5569795635607897,0.4718782158655688,0,0,0,0,207.0,-709.0,1
Uttarakhand,Almora,2025-10,922,740,1662,1.245945945945946,0.5547533092659447,0.2716527865495585,0,0,0,0,-686.0,-539.0,0
Uttarakhand,Almora,2025-11,2177,1594,3771,1.3657465495608532,0.577300450808804,0.616367423633204,0,0,0,0,1255.0,854.0,0
Uttarakhand,Almora,2025-12,4857,3281,8138,1.480341359341664,0.596829687884001,1.330150647978524,0,0,1,0,2680.0,1687.0,0
Uttarakhand,Bageshwar,2025-03,651,1871,2522,0.3479422768572955,0.2581284694686757,0.4122192103959004,1,0,0,0,,,0
Uttarakhand,Bageshwar,2025-04,827,1777,2604,0.4653911086100168,0.3175883256528418,0.425622055460319,1,0,0,0,176.0,-94.0,1
Uttarakhand,Bageshwar,2025-05,681,1962,2643,0.3470948012232416,0.2576617480136209,0.4319965793324206,1,0,0,0,-146.0,185.0,0
Uttarakhand,Bageshwar,2025-06,753,1603,2356,0.4697442295695571,0.3196095076400679,0.3850866216069553,1,0,0,0,72.0,-359.0,1
Uttarakhand,Bageshwar,2025-07,837,1774,2611,0.471815107102593,0.3205668326311758,0.4267662007706962,1,0,0,0,84.0,171.0,0
Uttarakhand,Bageshwar,2025-09,725,778,1503,0.9318766066838048,0.4823685961410512,0.2456643430709906,0,0,0,0,-112.0,-996.0,0
Uttarakhand,Bageshwar,2025-10,355,469,824,0.7569296375266524,0.4308252427184466,0.134682247964402,0,0,0,0,-370.0,-309.0,0
Uttarakhand,Bageshwar,2025-11,1499,1456,2955,1.029532967032967,0.5072758037225042,0.482992770309233,0,0,0,0,1144.0,987.0,0
Uttarakhand,Bageshwar,2025-12,1690,1787,3477,0.9457190822607724,0.4860511935576646,0.5683133205973615,0,0,0,0,191.0,331.0,0
Uttarakhand,Chamoli,2025-03,1167,2357,3524,0.4951209164191769,0.3311577752553916,0.5759954391098941,1,0,0,0,,,0
Uttarakhand,Chamoli,2025-04,1412,2205,3617,0.6403628117913832,0.3903787669339231,0.5911962268049056,1,0,0,0,245.0,-152.0,1
Uttarakhand,Chamoli,2025-05,858,1451,2309,0.5913163335630599,0.3715894326548289,0.3774045030944227,1,0,0,0,-554.0,-754.0,0
Uttarakhand,Chamoli,2025-06,1180,1626,2806,0.7257072570725708,0.420527441197434,0.458638820131204,0,0,0,0,322.0,175.0,0
Uttarakhand,Chamoli,2025-07,1421,2009,3430,0.7073170731707317,0.4142857142857143,0.5606312020848289,0,0,0,0,241.0,383.0,0
Uttarakhand,Chamoli,2025-09,1414,788,2202,1.7944162436548223,0.6421435059037239,0.3599154247786569,0,0,0,0,-7.0,-1221.0,0
Uttarakhand,Chamoli,2025-10,756,642,1398,1.1775700934579438,0.5407725321888412,0.2285021634153325,0,0,0,0,-658.0,-146.0,0
Uttarakhand,Chamoli,2025-11,1374,1131,2505,1.2148541114058355,0.548502994011976,0.4094405717849843,0,0,0,0,618.0,489.0,0
Uttarakhand,Chamoli,2025-12,4075,2536,6611,1.6068611987381702,0.6163969142338527,1.08056352098624,0,0,1,0,2701.0,1405.0,0
Uttarakhand,Champawat,2025-03,793,1585,2378,0.5003154574132492,0.3334735071488646,0.3886825068681408,1,0,0,0,,,0
Uttarakhand,Champawat,2025-04,1196,1572,2768,0.7608142493638677,0.4320809248554913,0.4524277455891564,0,0,0,0,403.0,-13.0,1
Uttarakhand,Champawat,2025-05,849,1125,1974,0.7546666666666667,0.4300911854103343,0.3226489775263709,0,0,0,0,-347.0,-447.0,0
Uttarakhand,Champawat,2025-06,1024,1168,2192,0.8767123287671232,0.4671532846715328,0.358280931478118,0,0,0,0,175.0,43.0,0
Uttarakhand,Champawat,2025-07,1008,1235,2243,0.8161943319838056,0.449398127507802,0.3666168473108662,0,0,0,0,-16.0,67.0,0
Uttarakhand,Champawat,2025-09,1263,1006,2269,1.2554671968190856,0.5566328779197884,0.3708665298922672,0,0,0,0,255.0,-229.0,1
Uttarakhand,Champawat,2025-10,551,578,1129,0.953287197231834,0.4880425155004428,0.1845342936308372,0,0,0,0,-712.0,-428.0,0
Uttarakhand,Champawat,2025-11,1847,1317,3164,1.4024297646165529,0.5837547408343868,0.5171536802904952,0,0,0,0,1296.0,739.0,0
Uttarakhand,Champawat,2025-12,3197,1900,5097,1.6826315789473685,0.6272317049244653,0.8331012352846567,0,0,0,0,1350.0,583.0,0
Uttarakhand,Dehradun,2025-03,4603,6951,11554,0.6622068767083873,0.3983901679072182,1.8884935594425984,1,1,0,0,,,0
Uttarakhand,Dehradun,2025-04,5431,7762,13193,0.6996908013398608,0.4116576972637004,2.1563870114009176,0,1,0,0,828.0,811.0,0
Uttarakhand,Dehradun,2025-05,3758,6884,10642,0.5459035444509006,0.3531291110693478,1.7394277704334544,1,1,0,0,-1673.0,-878.0,0
Uttarakhand,Dehradun,2025-06,3318,5802,9120,0.5718717683557394,0.3638157894736842,1.49065789009144,1,0,0,0,-440.0,-1082.0,0
Uttarakhand,Dehradun,2025-07,8152,10910,19062,0.7472043996333639,0.4276571188752492,3.115671129487174,0,1,1,0,4834.0,5108.0,0
Uttarakhand,Dehradun,2025-09,9767,6629,16396,1.4733745662995927,0.5956940717248109,2.6799152155635144,0,1,0,0,1615.0,-4281.0,1
Uttarakhand,Dehradun,2025-10,4358,3494,7852,1.2472810532341156,0.5550178298522669,1.2834041395831126,0,0,0,0,-5409.0,-3135.0,0
Uttarakhand,Dehradun,2025-11,9655,6755,16410,1.4293116210214656,0.5883607556368068,2.6822035061842686,0,1,0,0,5297.0,3261.0,0
Uttarakhand,Dehradun,2025-12,16727,8324,25051,2.009490629505046,0.6677178555746277,4.094569167179897,0,1,0,0,7072.0,1569.0,0
Uttarakhand,Garhwal,2025-09,8,53,61,0.1509433962264151,0.1311475409836065,0.00997040913328704,1,0,0,0,,,0
Uttarakhand,Garhwal,2025-10,9,44,53,0.2045454545454545,0.1698113207547169,0.00866281449285595,1,0,0,0,1.0,-9.0,1
Uttarakhand,Garhwal,2025-11,6,75,81,0.08,0.074074074074074,0.0132393957343647,1,0,0,0,-3.0,31.0,0
Uttarakhand,Garhwal,2025-12,7,134,141,0.0522388059701492,0.0496453900709219,0.0230463555375979,1,0,1,1,1.0,59.0,0
Uttarakhand,Hardwar,2025-09,11,105,116,0.1047619047619047,0.0948275862068965,0.0189601222862507,1,0,0,0,,,0
Uttarakhand,Hardwar,2025-10,8,79,87,0.1012658227848101,0.0919540229885057,0.014220091714688,1,0,0,0,-3.0,-26.0,0
Uttarakhand,Hardwar,2025-11,70,204,274,0.3431372549019608,0.2554744525547445,0.0447851164347647,1,0,0,0,62.0,125.0,0
Uttarakhand,Hardwar,2025-12,107,311,418,0.3440514469453376,0.2559808612440191,0.0683218199625243,1,0,1,1,37.0,107.0,0
Uttarakhand,Haridwar,2025-03,3420,4653,8073,0.7350096711798839,0.4236343366778149,1.3195264415250214,0,0,0,0,,,0
Uttarakhand,Haridwar,2025-04,5234,5015,10249,1.0436689930209373,0.5106839691677236,1.6751921837222772,0,1,0,0,1814.0,362.0,0
Uttarakhand,Haridwar,2025-05,5031,5134,10165,0.9799376704324114,0.4949335956714215,1.661462439997751,0,1,0,0,-203.0,119.0,0
Uttarakhand,Haridwar,2025-06,3981,4676,8657,0.8513686911890505,0.4598590735820723,1.414980850276491,0,0,0,0,-1050.0,-458.0,0
Uttarakhand,Haridwar,2025-07,7182,7180,14362,1.0002785515320334,0.5000696281854895,2.3474592782339103,0,1,0,0,3201.0,2504.0,0
Uttarakhand,Haridwar,2025-09,4155,3340,7495,1.2440119760479045,0.5543695797198132,1.2250527287538753,0,0,0,0,-3027.0,-3840.0,0
Uttarakhand,Haridwar,2025-10,3687,2514,6201,1.4665871121718377,0.594581519109821,1.013549295664147,0,0,0,0,-468.0,-826.0,0
Uttarakhand,Haridwar,2025-11,13613,4760,18373,2.859873949579832,0.7409241822239155,3.003054541080047,0,1,0,0,9926.0,2246.0,0
Uttarakhand,Haridwar,2025-12,41781,9280,51061,4.502262931034482,0.8182565950529759,8.345886241881471,0,1,1,0,28168.0,4520.0,0
Uttarakhand,Nainital,2025-03,2496,3088,5584,0.8082901554404145,0.4469914040114613,0.9127010590208992,0,0,0,0,,,0
Uttarakhand,Nainital,2025-04,3441,3584,7025,0.9601004464285714,0.4898220640569395,1.1482315436285488,0,0,0,0,945.0,496.0,0
Uttarakhand,Nainital,2025-05,2371,3326,5697,0.7128683102826218,0.4161839564683167,0.9311708333169884,0,0,0,0,-1070.0,-258.0,0
Uttarakhand,Nainital,2025-06,2533,3128,5661,0.8097826086956522,0.4474474474474474,0.9252866574350485,0,0,0,0,162.0,-198.0,1
Uttarakhand,Nainital,2025-07,2913,3779,6692,0.7708388462556232,0.4352958756724447,1.093802916720605,0,0,0,0,380.0,651.0,0
Uttarakhand,Nainital,2025-09,3319,2907,6226,1.1417268661850706,0.5330870542884677,1.017635528915494,0,0,0,0,406.0,-872.0,1
Uttarakhand,Nainital,2025-10,2082,1795,3877,1.1598885793871867,0.5370131545009028,0.633693052618916,0,0,0,0,-1237.0,-1112.0,0
Uttarakhand,Nainital,2025-11,5487,3336,8823,1.6447841726618706,0.6218973138388303,1.442113439065436,0,0,0,0,3405.0,1541.0,0
Uttarakhand,Nainital,2025-12,13288,6488,19776,2.048088779284833,0.6719255663430421,3.232373951145649,0,1,1,0,7801.0,3152.0,0
Uttarakhand,Pauri Garhwal,2025-03,1213,1926,3139,0.6298026998961579,0.386428798980567,0.5130674470391481,1,0,0,0,,,0
Uttarakhand,Pauri Garhwal,2025-04,1627,2119,3746,0.7678150070788108,0.4343299519487453,0.6122811903818568,0,0,0,0,414.0,193.0,0
Uttarakhand,Pauri Garhwal,2025-05,1417,2043,3460,0.693587860988742,0.4095375722543352,0.5655346819864454,0,0,0,0,-210.0,-76.0,0
Uttarakhand,Pauri Garhwal,2025-06,1590,2000,3590,0.795,0.4428969359331476,0.5867830948934506,0,0,0,0,173.0,-43.0,1
Uttarakhand,Pauri Garhwal,2025-07,1798,2617,4415,0.6870462361482613,0.4072480181200453,0.7216287921879065,0,0,0,0,208.0,617.0,0
Uttarakhand,Pauri Garhwal,2025-09,2416,1637,4053,1.475870494807575,0.5961016530964718,0.6624601347083998,0,0,0,0,618.0,-980.0,1
Uttarakhand,Pauri Garhwal,2025-10,2552,1367,3919,1.8668617410387711,0.6511865271752998,0.6405579244811791,0,0,0,0,136.0,-270.0,1
Uttarakhand,Pauri Garhwal,2025-11,5519,2661,8180,2.074032318677189,0.6746943765281174,1.3370155198407871,0,0,0,0,2967.0,1294.0,0
Uttarakhand,Pauri Garhwal,2025-12,6035,3222,9257,1.873060211049038,0.6519390731338447,1.5130504483088223,0,1,0,0,516.0,561.0,0
Uttarakhand,Pithoragarh,2025-03,1083,1920,3003,0.5640625,0.3606393606393606,0.4908383381518195,1,0,0,0,,,0
Uttarakhand,Pithoragarh,2025-04,1420,2052,3472,0.6920077972709552,0.4089861751152073,0.5674960739470921,0,0,0,0,337.0,132.0,0
Uttarakhand,Pithoragarh,2025-05,1014,1622,2636,0.625154130702836,0.3846737481031866,0.4308524340220434,1,0,0,0,-406.0,-430.0,0
Uttarakhand,Pithoragarh,2025-06,1277,1636,2913,0.780562347188264,0.4383796773086165,0.4761278984469698,0,0,0,0,263.0,14.0,0
Uttarakhand,Pithoragarh,2025-07,1560,2337,3897,0.6675224646983312,0.4003079291762894,0.6369620392199936,0,0,0,0,283.0,701.0,0
Uttarakhand,Pithoragarh,2025-09,1502,1103,2605,1.361740707162285,0.5765834932821498,0.4257855047903729,0,0,0,0,-58.0,-1234.0,0
Uttarakhand,Pithoragarh,2025-10,875,657,1532,1.3318112633181127,0.5711488250652742,0.2504043736425533,0,0,0,0,-627.0,-446.0,0
Uttarakhand,Pithoragarh,2025-11,2084,1198,3282,1.7395659432387311,0.6349786715417428,0.5364407012368537,0,0,0,0,1209.0,541.0,0
Uttarakhand,Pithoragarh,2025-12,4795,2048,6843,2.34130859375,0.7007160602075113,1.1184837655587416,0,0,0,0,2711.0,850.0,0
Uttarakhand,Rudraprayag,2025-03,770,1484,2254,0.5188679245283019,0.3416149068322981,0.368414789941459,1,0,0,0,,,0
Uttarakhand,Rudraprayag,2025-04,992,1472,2464,0.6739130434782609,0.4025974025974026,0.402739149252775,0,0,0,0,222.0,-12.0,1
Uttarakhand,Rudraprayag,2025-05,638,1250,1888,0.5104,0.3379237288135593,0.3085923351417367,1,0,0,0,-354.0,-222.0,0
Uttarakhand,Rudraprayag,2025-06,935,1565,2500,0.597444089456869,0.374,0.4086233251347149,1,0,0,0,297.0,315.0,0
Uttarakhand,Rudraprayag,2025-07,1020,1755,2775,0.5811965811965812,0.3675675675675676,0.4535718908995335,1,0,0,0,85.0,190.0,0
Uttarakhand,Rudraprayag,2025-09,828,1061,1889,0.7803958529688972,0.4383271572260455,0.3087557844717906,0,0,0,0,-192.0,-694.0,0
Uttarakhand,Rudraprayag,2025-10,476,614,1090,0.7752442996742671,0.436697247706422,0.1781597697587357,0,0,0,0,-352.0,-447.0,0
Uttarakhand,Rudraprayag,2025-11,3261,1600,4861,2.038125,0.6708496194198724,0.7945271933919397,0,0,0,0,2785.0,986.0,0
Uttarakhand,Rudraprayag,2025-12,2764,1693,4457,1.6326048434731246,0.6201480816692843,0.7284936640501698,0,0,0,0,-497.0,93.0,0
Uttarakhand,Tehri Garhwal,2025-03,1870,2680,4550,0.6977611940298507,0.4109890109890109,0.7436944517451811,0,0,0,0,,,0
Uttarakhand,Tehri Garhwal,2025-04,2488,3241,5729,0.767664301141623,0.4342817245592599,0.9364012118787128,0,0,0,0,618.0,561.0,0
Uttarakhand,Tehri Garhwal,2025-05,1344,2772,4116,0.4848484848484848,0.3265306122448979,0.6727574425017946,1,0,0,0,-1144.0,-469.0,0
Uttarakhand,Tehri Garhwal,2025-06,1669,2963,4632,0.5632804589942626,0.3603195164075993,0.7570972968095998,1,0,0,0,325.0,191.0,0
Uttarakhand,Tehri Garhwal,2025-07,2128,3567,5695,0.5965797589010373,0.3736611062335382,0.9308439346568804,1,0,0,0,459.0,604.0,0
Uttarakhand,Tehri Garhwal,2025-09,3182,2431,5613,1.3089263677498972,0.5668982718688759,0.917441089592462,0,0,0,0,1054.0,-1136.0,1
Uttarakhand,Tehri Garhwal,2025-10,1537,1788,3325,0.8596196868008948,0.4622556390977443,0.5434690224291708,0,0,0,0,-1645.0,-643.0,0
Uttarakhand,Tehri Garhwal,2025-11,4898,4167,9065,1.1754259659227262,0.5403199117484832,1.4816681769384763,0,0,0,0,3361.0,2379.0,0
Uttarakhand,Tehri Garhwal,2025-12,8246,6310,14556,1.3068145800316957,0.5665017862050014,2.379168448264364,0,1,1,0,3348.0,2143.0,0
Uttarakhand,Udham Singh Nagar,2025-03,4444,4887,9331,0.9093513402905667,0.476261922623513,1.52514569873281,0,1,0,0,,,0
Uttarakhand,Udham Singh Nagar,2025-04,5961,5460,11421,1.0917582417582417,0.5219332807985291,1.866754798545432,0,1,0,0,1517.0,573.0,0
Uttarakhand,Udham Singh Nagar,2025-05,6224,6353,12577,0.9796946324571068,0.4948715909994434,2.055702224087724,0,1,0,0,263.0,893.0,0
Uttarakhand,Udham Singh Nagar,2025-06,4602,5776,10378,0.7967451523545707,0.4434380420119483,1.6962771472992286,0,1,0,0,-1622.0,-577.0,0
Uttarakhand,Udham Singh Nagar,2025-07,5562,6390,11952,0.8704225352112676,0.4653614457831325,1.953546392804045,0,1,0,0,960.0,614.0,0
Uttarakhand,Udham Singh Nagar,2025-09,5341,4542,9883,1.17591369440775,0.5404229484974198,1.615369728922555,0,1,0,0,-221.0,-1848.0,0
Uttarakhand,Udham Singh Nagar,2025-10,5478,3196,8674,1.714017521902378,0.631542540926908,1.417759488887407,0,0,0,0,137.0,-1346.0,1
Uttarakhand,Udham Singh Nagar,2025-11,14408,6891,21299,2.0908431287186184,0.6764636837410207,3.481307280817717,0,1,0,0,8930.0,3695.0,0
Uttarakhand,Udham Singh Nagar,2025-12,37670,11682,49352,3.2246190720766994,0.7632922677905657,8.06655133681938,0,1,1,0,23262.0,4791.0,0
Uttarakhand,Uttarkashi,2025-03,764,1581,2345,0.4832384566729917,0.3257995735607676,0.3832886789763626,1,0,0,0,,,0
Uttarakhand,Uttarkashi,2025-04,1574,1859,3433,0.8466917697686929,0.4584911156422954,0.5611215500749905,0,0,1,0,810.0,278.0,0
Uttarakhand,Uttarkashi,2025-05,972,1163,2135,0.8357695614789338,0.4552693208430913,0.3489643196650465,0,0,0,0,-602.0,-696.0,0
Uttarakhand,Uttarkashi,2025-06,850,1029,1879,0.826044703595724,0.4523682810005322,0.3071212911712517,0,0,0,0,-122.0,-134.0,0
Uttarakhand,Uttarkashi,2025-07,991,1493,2484,0.6637642330877428,0.3989533011272141,0.4060081358538527,0,0,0,0,141.0,464.0,0
Uttarakhand,Uttarkashi,2025-09,982,606,1588,1.6204620462046204,0.6183879093198993,0.2595575361255709,0,0,0,0,-9.0,-887.0,0
Uttarakhand,Uttarkashi,2025-10,682,421,1103,1.6199524940617578,0.6183136899365367,0.1802846110494362,0,0,0,0,-300.0,-185.0,0
Uttarakhand,Uttarkashi,2025-11,2405,971,3376,2.476828012358393,0.7123815165876777,0.551804938261919,0,0,0,0,1723.0,550.0,0
Uttarakhand,Uttarkashi,2025-12,4443,1682,6125,2.641498216409037,0.7253877551020408,1.0011271465800515,0,0,0,0,2038.0,711.0,0
Uttaranchal,Almora,2025-09,0,1,1,0.0,0.0,1.0,0,0,0,0,,,0
Uttaranchal,Garhwal,2025-12,0,1,1,0.0,0.0,1.0,0,0,0,0,,,0
WEST BENGAL,HOOGHLY,2025-09,1,3,4,0.3333333333333333,0.25,1.081081081081081,0,0,0,0,,,0
WEST BENGAL,HOOGHLY,2025-10,0,7,7,0.0,0.0,1.891891891891892,0,1,1,0,-1.0,4.0,0
WEST BENGAL,HOOGHLY,2025-11,0,4,4,0.0,0.0,1.081081081081081,0,0,0,0,0.0,-3.0,0
WEST BENGAL,HOOGHLY,2025-12,0,1,1,0.0,0.0,0.2702702702702702,0,0,0,0,0.0,-3.0,0
WEST BENGAL,HOWRAH,2025-09,5,3,8,1.6666666666666667,0.625,2.162162162162162,0,1,0,0,,,0
WEST BENGAL,HOWRAH,2025-10,1,3,4,0.3333333333333333,0.25,1.081081081081081,0,0,0,0,-4.0,0.0,0
WEST BENGAL,HOWRAH,2025-11,0,3,3,0.0,0.0,0.8108108108108107,0,0,0,0,-1.0,0.0,0
WEST BENGAL,HOWRAH,2025-12,1,3,4,0.3333333333333333,0.25,1.081081081081081,0,0,0,0,1.0,0.0,1
WEST BENGAL,hooghly,2025-09,0,1,1,0.0,0.0,0.2702702702702702,0,0,0,0,,,0
WEST BENGAL,hooghly,2025-11,0,1,1,0.0,0.0,0.2702702702702702,0,0,0,0,0.0,0.0,0
WESTBENGAL,HOOGHLY,2025-09,0,1,1,0.0,0.0,0.3333333333333333,0,0,0,0,,,0
WESTBENGAL,HOOGHLY,2025-10,2,0,2,,1.0,0.6666666666666666,0,0,0,0,2.0,-1.0,1
WESTBENGAL,HOOGHLY,2025-11,0,5,5,0.0,0.0,1.6666666666666667,0,1,1,0,-2.0,5.0,0
WESTBENGAL,HOOGHLY,2025-12,3,1,4,3.0,0.75,1.3333333333333333,0,0,0,0,3.0,-4.0,1
West  Bengal,Hooghly,2025-09,0,5,5,0.0,0.0,0.7142857142857143,1,0,0,0,,,0
West  Bengal,Hooghly,2025-10,2,9,11,0.2222222222222222,0.1818181818181818,1.5714285714285714,0,1,1,0,2.0,4.0,0
West  Bengal,Hooghly,2025-11,3,7,10,0.4285714285714285,0.3,1.4285714285714286,0,0,0,0,1.0,-2.0,1
West  Bengal,Hooghly,2025-12,1,1,2,1.0,0.5,0.2857142857142857,0,0,0,0,-2.0,-6.0,0
West Bangal,Hooghly,2025-09,2,7,9,0.2857142857142857,0.2222222222222222,1.5,0,0,0,0,,,0
West Bangal,Hooghly,2025-10,1,7,8,0.1428571428571428,0.125,1.3333333333333333,1,0,0,0,-1.0,0.0,0
West Bangal,Hooghly,2025-11,4,3,7,1.3333333333333333,0.5714285714285714,1.1666666666666667,0,0,0,0,3.0,-4.0,1
West Bangal,Hooghly,2025-12,3,7,10,0.4285714285714285,0.3,1.6666666666666667,0,1,0,0,-1.0,4.0,0
West Bangal,Howrah,2025-09,1,5,6,0.2,0.1666666666666666,1.0,0,0,0,0,,,0
West Bangal,Howrah,2025-10,2,1,3,2.0,0.6666666666666666,0.5,0,0,0,0,1.0,-4.0,1
West Bangal,Howrah,2025-11,1,6,7,0.1666666666666666,0.1428571428571428,1.1666666666666667,0,0,1,0,-1.0,5.0,0
West Bangal,Howrah,2025-12,1,2,3,0.5,0.3333333333333333,0.5,0,0,0,0,0.0,-4.0,0
West Bangal,South 24 Parganas,2025-09,0,1,1,0.0,0.0,0.1666666666666666,1,0,0,0,,,0
West Bengal,Alipurduar,2025-03,390,584,974,0.6678082191780822,0.4004106776180698,0.1497008454917669,0,0,0,0,,,0
West Bengal,Alipurduar,2025-04,372,419,791,0.8878281622911695,0.4702907711757269,0.1215743005995766,0,0,0,0,-18.0,-165.0,0
West Bengal,Alipurduar,2025-05,454,490,944,0.926530612244898,0.4809322033898305,0.1450899364930472,0,0,0,0,82.0,71.0,0
West Bengal,Alipurduar,2025-06,459,533,992,0.8611632270168855,0.4627016129032258,0.1524673908909987,0,0,0,0,5.0,43.0,0
West Bengal,Alipurduar,2025-07,542,699,1241,0.7753934191702432,0.4367445608380338,0.1907379355803724,0,0,1,0,83.0,166.0,0
West Bengal,Alipurduar,2025-09,381,322,703,1.1832298136645962,0.5419630156472262,0.1080489675366654,0,0,0,0,-161.0,-377.0,0
West Bengal,Alipurduar,2025-10,230,203,433,1.1330049261083743,0.5311778290993071,0.0665507865481879,0,0,0,0,-151.0,-119.0,0
West Bengal,Alipurduar,2025-11,288,303,591,0.9504950495049505,0.4873096446700508,0.0908349072747784,0,0,0,0,58.0,100.0,0
West Bengal,Alipurduar,2025-12,619,337,956,1.8367952522255195,0.647489539748954,0.146934300092535,0,0,0,0,331.0,34.0,0
West Bengal,Bally Jagachha,2025-09,0,2,2,0.0,0.0,0.000307393933247981,1,0,1,1,,,0
