state,district,month,bio_age_5_17,bio_age_17_plus
Uttar Pradesh,Ayodhya,2025-06,177,299
Uttar Pradesh,Ayodhya,2025-07,547,725
Uttar Pradesh,Ayodhya,2025-09,531,341
Uttar Pradesh,Ayodhya,2025-10,313,255
Uttar Pradesh,Ayodhya,2025-11,487,416
Uttar Pradesh,Ayodhya,2025-12,591,495
Uttar Pradesh,Azamgarh,2025-03,9520,8706
Uttar Pradesh,Azamgarh,2025-04,13049,8716
Uttar Pradesh,Azamgarh,2025-05,9563,8009
Uttar Pradesh,Azamgarh,2025-06,6808,7565
Uttar Pradesh,Azamgarh,2025-07,13830,12796
Uttar Pradesh,Azamgarh,2025-09,13140,7127
Uttar Pradesh,Azamgarh,2025-10,5580,5377
Uttar Pradesh,Azamgarh,2025-11,12390,8671
Uttar Pradesh,Azamgarh,2025-12,11436,11115
Uttar Pradesh,Baghpat,2025-03,5917,2117
Uttar Pradesh,Baghpat,2025-04,4693,2074
Uttar Pradesh,Baghpat,2025-05,3738,1976
Uttar Pradesh,Baghpat,2025-06,3369,2350
Uttar Pradesh,Baghpat,2025-07,5019,3099
Uttar Pradesh,Baghpat,2025-09,4574,2080
Uttar Pradesh,Baghpat,2025-10,2186,1378
Uttar Pradesh,Baghpat,2025-11,4479,2503
Uttar Pradesh,Baghpat,2025-12,3761,2716
Uttar Pradesh,Bagpat,2025-09,1,1
Uttar Pradesh,Bagpat,2025-10,0,1
Uttar Pradesh,Bagpat,2025-11,0,1
Uttar Pradesh,Bagpat,2025-12,1,3
Uttar Pradesh,Bahraich,2025-03,19150,8314
Uttar Pradesh,Bahraich,2025-04,17959,7506
Uttar Pradesh,Bahraich,2025-05,14316,4724
Uttar Pradesh,Bahraich,2025-06,7281,3663
Uttar Pradesh,Bahraich,2025-07,14903,5345
Uttar Pradesh,Bahraich,2025-09,15683,3843
Uttar Pradesh,Bahraich,2025-10,8958,2935
Uttar Pradesh,Bahraich,2025-11,15519,5060
Uttar Pradesh,Bahraich,2025-12,17380,8539
Uttar Pradesh,Ballia,2025-03,6687,6450
Uttar Pradesh,Ballia,2025-04,7919,6870
Uttar Pradesh,Ballia,2025-05,9215,5932
Uttar Pradesh,Ballia,2025-06,7532,5862
Uttar Pradesh,Ballia,2025-07,12106,9232
Uttar Pradesh,Ballia,2025-09,12162,4900
Uttar Pradesh,Ballia,2025-10,6001,3601
Uttar Pradesh,Ballia,2025-11,8769,5826
Uttar Pradesh,Ballia,2025-12,7365,6576
Uttar Pradesh,Balrampur,2025-03,9329,3750
Uttar Pradesh,Balrampur,2025-04,8333,3721
Uttar Pradesh,Balrampur,2025-05,5784,3234
Uttar Pradesh,Balrampur,2025-06,4566,3455
Uttar Pradesh,Balrampur,2025-07,7980,5169
Uttar Pradesh,Balrampur,2025-09,5979,2714
Uttar Pradesh,Balrampur,2025-10,4720,2459
Uttar Pradesh,Balrampur,2025-11,10702,4561
Uttar Pradesh,Balrampur,2025-12,9230,6426
Uttar Pradesh,Banda,2025-03,9193,5651
Uttar Pradesh,Banda,2025-04,6605,4537
Uttar Pradesh,Banda,2025-05,5582,3035
Uttar Pradesh,Banda,2025-06,3796,2726
Uttar Pradesh,Banda,2025-07,9945,4481
Uttar Pradesh,Banda,2025-09,7307,2740
Uttar Pradesh,Banda,2025-10,3654,1960
Uttar Pradesh,Banda,2025-11,6399,4025
Uttar Pradesh,Banda,2025-12,5915,4940
Uttar Pradesh,Bara Banki,2025-03,13872,6015
Uttar Pradesh,Bara Banki,2025-04,14422,6093
Uttar Pradesh,Bara Banki,2025-05,12134,5094
Uttar Pradesh,Bara Banki,2025-06,10634,4968
Uttar Pradesh,Bara Banki,2025-07,16204,8272
Uttar Pradesh,Bara Banki,2025-09,15545,4420
Uttar Pradesh,Bara Banki,2025-10,6562,2856
Uttar Pradesh,Bara Banki,2025-11,12344,5838
Uttar Pradesh,Bara Banki,2025-12,12706,7263
Uttar Pradesh,Barabanki,2025-03,57,240
Uttar Pradesh,Barabanki,2025-04,74,295
Uttar Pradesh,Barabanki,2025-05,60,255
Uttar Pradesh,Barabanki,2025-06,45,238
Uttar Pradesh,Barabanki,2025-07,113,484
Uttar Pradesh,Barabanki,2025-09,152,366
Uttar Pradesh,Barabanki,2025-10,66,243
Uttar Pradesh,Barabanki,2025-11,109,559
Uttar Pradesh,Barabanki,2025-12,113,755
Uttar Pradesh,Bareilly,2025-03,20480,6992
Uttar Pradesh,Bareilly,2025-04,22874,8000
Uttar Pradesh,Bareilly,2025-05,19714,6883
Uttar Pradesh,Bareilly,2025-06,17078,6229
Uttar Pradesh,Bareilly,2025-07,24753,9354
Uttar Pradesh,Bareilly,2025-09,18520,5430
Uttar Pradesh,Bareilly,2025-10,8407,3845
Uttar Pradesh,Bareilly,2025-11,18669,10078
Uttar Pradesh,Bareilly,2025-12,15902,11600
Uttar Pradesh,Basti,2025-03,6664,4721
Uttar Pradesh,Basti,2025-04,10172,4692
Uttar Pradesh,Basti,2025-05,7759,4102
Uttar Pradesh,Basti,2025-06,4728,3816
Uttar Pradesh,Basti,2025-07,10723,5993
Uttar Pradesh,Basti,2025-09,8956,3232
Uttar Pradesh,Basti,2025-10,4613,2589
Uttar Pradesh,Basti,2025-11,7273,4613
Uttar Pradesh,Basti,2025-12,8384,6171
Uttar Pradesh,Bhadohi,2025-03,422,470
Uttar Pradesh,Bhadohi,2025-04,519,396
Uttar Pradesh,Bhadohi,2025-05,333,292
Uttar Pradesh,Bhadohi,2025-06,283,376
Uttar Pradesh,Bhadohi,2025-07,428,466
Uttar Pradesh,Bhadohi,2025-09,594,194
Uttar Pradesh,Bhadohi,2025-10,257,154
Uttar Pradesh,Bhadohi,2025-11,403,263
Uttar Pradesh,Bhadohi,2025-12,382,308
Uttar Pradesh,Bijnor,2025-03,15994,7059
Uttar Pradesh,Bijnor,2025-04,17712,8228
Uttar Pradesh,Bijnor,2025-05,15240,7800
Uttar Pradesh,Bijnor,2025-06,22002,8171
Uttar Pradesh,Bijnor,2025-07,20191,11771
Uttar Pradesh,Bijnor,2025-09,13337,5371
Uttar Pradesh,Bijnor,2025-10,9165,5123
Uttar Pradesh,Bijnor,2025-11,14522,9423
Uttar Pradesh,Bijnor,2025-12,14877,11062
Uttar Pradesh,Budaun,2025-03,8868,3283
Uttar Pradesh,Budaun,2025-04,8910,3583
Uttar Pradesh,Budaun,2025-05,7218,3058
Uttar Pradesh,Budaun,2025-06,5337,2905
Uttar Pradesh,Budaun,2025-07,12639,5067
Uttar Pradesh,Budaun,2025-09,9848,2956
Uttar Pradesh,Budaun,2025-10,4502,2007
Uttar Pradesh,Budaun,2025-11,9982,4162
Uttar Pradesh,Budaun,2025-12,9964,6029
Uttar Pradesh,Bulandshahar,2025-09,13,32
Uttar Pradesh,Bulandshahar,2025-10,18,32
Uttar Pradesh,Bulandshahar,2025-11,12,40
Uttar Pradesh,Bulandshahar,2025-12,18,55
Uttar Pradesh,Bulandshahr,2025-03,15326,4600
Uttar Pradesh,Bulandshahr,2025-04,18815,5197
Uttar Pradesh,Bulandshahr,2025-05,17926,5255
Uttar Pradesh,Bulandshahr,2025-06,14179,5414
Uttar Pradesh,Bulandshahr,2025-07,18090,7419
Uttar Pradesh,Bulandshahr,2025-09,13041,4031
Uttar Pradesh,Bulandshahr,2025-10,6993,2965
Uttar Pradesh,Bulandshahr,2025-11,16604,5497
Uttar Pradesh,Bulandshahr,2025-12,13005,6475
Uttar Pradesh,Chandauli,2025-03,9352,3593
Uttar Pradesh,Chandauli,2025-04,9704,3295
Uttar Pradesh,Chandauli,2025-05,6024,2900
Uttar Pradesh,Chandauli,2025-06,4752,2687
Uttar Pradesh,Chandauli,2025-07,9406,4617
Uttar Pradesh,Chandauli,2025-09,8396,2672
Uttar Pradesh,Chandauli,2025-10,2922,1704
Uttar Pradesh,Chandauli,2025-11,6490,3441
Uttar Pradesh,Chandauli,2025-12,4588,4001
Uttar Pradesh,Chandauli *,2025-12,0,1
Uttar Pradesh,Chitrakoot,2025-03,5216,2356
Uttar Pradesh,Chitrakoot,2025-04,6112,2612
Uttar Pradesh,Chitrakoot,2025-05,4951,2014
Uttar Pradesh,Chitrakoot,2025-06,3958,1931
Uttar Pradesh,Chitrakoot,2025-07,5230,2645
Uttar Pradesh,Chitrakoot,2025-09,4324,1607
Uttar Pradesh,Chitrakoot,2025-10,2896,1285
Uttar Pradesh,Chitrakoot,2025-11,4809,2504
Uttar Pradesh,Chitrakoot,2025-12,4999,3283
Uttar Pradesh,Deoria,2025-03,7968,6619
Uttar Pradesh,Deoria,2025-04,11809,7245
Uttar Pradesh,Deoria,2025-05,9476,5853
Uttar Pradesh,Deoria,2025-06,4884,5723
Uttar Pradesh,Deoria,2025-07,13291,10787
Uttar Pradesh,Deoria,2025-09,9787,5459
Uttar Pradesh,Deoria,2025-10,4614,3629
Uttar Pradesh,Deoria,2025-11,8340,6291
Uttar Pradesh,Deoria,2025-12,8665,8173
Uttar Pradesh,Etah,2025-03,6567,2532
Uttar Pradesh,Etah,2025-04,13484,2531
Uttar Pradesh,Etah,2025-05,11242,2447
Uttar Pradesh,Etah,2025-06,5645,2601
Uttar Pradesh,Etah,2025-07,7001,4246
Uttar Pradesh,Etah,2025-09,6599,2082
Uttar Pradesh,Etah,2025-10,1989,1357
Uttar Pradesh,Etah,2025-11,6142,2658
Uttar Pradesh,Etah,2025-12,4882,3424
Uttar Pradesh,Etawah,2025-03,5882,2986
Uttar Pradesh,Etawah,2025-04,7384,3127
Uttar Pradesh,Etawah,2025-05,6106,2785
Uttar Pradesh,Etawah,2025-06,4083,2686
Uttar Pradesh,Etawah,2025-07,7306,4728
Uttar Pradesh,Etawah,2025-09,7771,2686
Uttar Pradesh,Etawah,2025-10,2869,1425
Uttar Pradesh,Etawah,2025-11,5063,2990
Uttar Pradesh,Etawah,2025-12,5003,4215
Uttar Pradesh,Faizabad,2025-03,6944,3048
Uttar Pradesh,Faizabad,2025-04,8834,3119
Uttar Pradesh,Faizabad,2025-05,7818,2851
Uttar Pradesh,Faizabad,2025-06,4366,2619
Uttar Pradesh,Faizabad,2025-07,11651,4541
Uttar Pradesh,Faizabad,2025-09,8484,2778
Uttar Pradesh,Faizabad,2025-10,4471,2194
Uttar Pradesh,Faizabad,2025-11,6062,3741
Uttar Pradesh,Faizabad,2025-12,6607,4788
Uttar Pradesh,Farrukhabad,2025-03,4804,1844
Uttar Pradesh,Farrukhabad,2025-04,7045,2139
Uttar Pradesh,Farrukhabad,2025-05,6515,2114
Uttar Pradesh,Farrukhabad,2025-06,5131,2304
Uttar Pradesh,Farrukhabad,2025-07,7467,3117
Uttar Pradesh,Farrukhabad,2025-09,6356,1762
Uttar Pradesh,Farrukhabad,2025-10,2930,1336
Uttar Pradesh,Farrukhabad,2025-11,6800,2967
Uttar Pradesh,Farrukhabad,2025-12,8214,4351
Uttar Pradesh,Fatehpur,2025-03,7881,6783
Uttar Pradesh,Fatehpur,2025-04,8256,6378
Uttar Pradesh,Fatehpur,2025-05,7529,4783
Uttar Pradesh,Fatehpur,2025-06,5708,4073
Uttar Pradesh,Fatehpur,2025-07,14564,6898
Uttar Pradesh,Fatehpur,2025-09,8728,3643
Uttar Pradesh,Fatehpur,2025-10,3237,2469
Uttar Pradesh,Fatehpur,2025-11,8294,5142
Uttar Pradesh,Fatehpur,2025-12,7143,6405
Uttar Pradesh,Firozabad,2025-03,8402,3036
Uttar Pradesh,Firozabad,2025-04,15017,3352
Uttar Pradesh,Firozabad,2025-05,12496,3316
Uttar Pradesh,Firozabad,2025-06,7046,3065
Uttar Pradesh,Firozabad,2025-07,9038,5198
Uttar Pradesh,Firozabad,2025-09,8816,2644
Uttar Pradesh,Firozabad,2025-10,4136,1743
Uttar Pradesh,Firozabad,2025-11,8548,4230
Uttar Pradesh,Firozabad,2025-12,8104,5580
Uttar Pradesh,Gautam Buddha Nagar,2025-03,6854,4672
Uttar Pradesh,Gautam Buddha Nagar,2025-04,7021,5188
Uttar Pradesh,Gautam Buddha Nagar,2025-05,5563,5199
Uttar Pradesh,Gautam Buddha Nagar,2025-06,5113,4943
Uttar Pradesh,Gautam Buddha Nagar,2025-07,6440,6746
Uttar Pradesh,Gautam Buddha Nagar,2025-09,4911,3352
Uttar Pradesh,Gautam Buddha Nagar,2025-10,2629,2191
Uttar Pradesh,Gautam Buddha Nagar,2025-11,5929,4203
Uttar Pradesh,Gautam Buddha Nagar,2025-12,4653,3832
Uttar Pradesh,Gautam Buddha Nagar *,2025-10,0,2
Uttar Pradesh,Ghaziabad,2025-03,12856,9597
Uttar Pradesh,Ghaziabad,2025-04,14642,10837
Uttar Pradesh,Ghaziabad,2025-05,13551,11150
Uttar Pradesh,Ghaziabad,2025-06,10499,10706
Uttar Pradesh,Ghaziabad,2025-07,14723,15791
Uttar Pradesh,Ghaziabad,2025-09,10376,7721
Uttar Pradesh,Ghaziabad,2025-10,4857,4198
Uttar Pradesh,Ghaziabad,2025-11,12964,10321
Uttar Pradesh,Ghaziabad,2025-12,8917,8316
Uttar Pradesh,Ghazipur,2025-03,10215,6490
Uttar Pradesh,Ghazipur,2025-04,15205,6326
Uttar Pradesh,Ghazipur,2025-05,9778,5712
Uttar Pradesh,Ghazipur,2025-06,8318,5868
Uttar Pradesh,Ghazipur,2025-07,12276,8760
Uttar Pradesh,Ghazipur,2025-09,12253,4730
Uttar Pradesh,Ghazipur,2025-10,5667,3704
Uttar Pradesh,Ghazipur,2025-11,8883,5612
Uttar Pradesh,Ghazipur,2025-12,8684,7211
Uttar Pradesh,Gonda,2025-03,15768,6152
Uttar Pradesh,Gonda,2025-04,14460,6876
Uttar Pradesh,Gonda,2025-05,9092,5299
Uttar Pradesh,Gonda,2025-06,6996,4860
Uttar Pradesh,Gonda,2025-07,14335,8011
Uttar Pradesh,Gonda,2025-09,10528,4485
Uttar Pradesh,Gonda,2025-10,6409,3548
Uttar Pradesh,Gonda,2025-11,11154,6266
Uttar Pradesh,Gonda,2025-12,10901,6935
Uttar Pradesh,Gorakhpur,2025-03,8891,12567
Uttar Pradesh,Gorakhpur,2025-04,9404,12727
Uttar Pradesh,Gorakhpur,2025-05,7632,9803
Uttar Pradesh,Gorakhpur,2025-06,5478,9181
Uttar Pradesh,Gorakhpur,2025-07,14086,16858
Uttar Pradesh,Gorakhpur,2025-09,9525,8600
Uttar Pradesh,Gorakhpur,2025-10,5382,5339
Uttar Pradesh,Gorakhpur,2025-11,11915,10370
Uttar Pradesh,Gorakhpur,2025-12,9073,11333
Uttar Pradesh,Hamirpur,2025-03,4076,2427
Uttar Pradesh,Hamirpur,2025-04,3275,2180
Uttar Pradesh,Hamirpur,2025-05,2703,1758
Uttar Pradesh,Hamirpur,2025-06,2349,1612
Uttar Pradesh,Hamirpur,2025-07,9440,3201
Uttar Pradesh,Hamirpur,2025-09,5097,1379
Uttar Pradesh,Hamirpur,2025-10,2419,892
Uttar Pradesh,Hamirpur,2025-11,4220,1970
Uttar Pradesh,Hamirpur,2025-12,3252,2437
Uttar Pradesh,Hapur,2025-03,4968,1618
Uttar Pradesh,Hapur,2025-04,4513,1909
Uttar Pradesh,Hapur,2025-05,3530,1885
Uttar Pradesh,Hapur,2025-06,4210,2041
Uttar Pradesh,Hapur,2025-07,4540,2520
Uttar Pradesh,Hapur,2025-09,4454,1548
Uttar Pradesh,Hapur,2025-10,2726,1131
Uttar Pradesh,Hapur,2025-11,5528,2227
Uttar Pradesh,Hapur,2025-12,4880,2527
Uttar Pradesh,Hardoi,2025-03,19747,6420
Uttar Pradesh,Hardoi,2025-04,22209,6727
Uttar Pradesh,Hardoi,2025-05,17625,5669
Uttar Pradesh,Hardoi,2025-06,11111,5280
Uttar Pradesh,Hardoi,2025-07,18208,7926
Uttar Pradesh,Hardoi,2025-09,19851,4605
Uttar Pradesh,Hardoi,2025-10,9193,3125
Uttar Pradesh,Hardoi,2025-11,17458,6460
Uttar Pradesh,Hardoi,2025-12,15175,8308
Uttar Pradesh,Hathras,2025-03,8153,2125
Uttar Pradesh,Hathras,2025-04,9198,2227
Uttar Pradesh,Hathras,2025-05,8660,2155
Uttar Pradesh,Hathras,2025-06,4986,2021
Uttar Pradesh,Hathras,2025-07,8261,3770
Uttar Pradesh,Hathras,2025-09,6646,1876
Uttar Pradesh,Hathras,2025-10,2086,1067
Uttar Pradesh,Hathras,2025-11,6016,1968
Uttar Pradesh,Hathras,2025-12,6235,2954
Uttar Pradesh,Jalaun,2025-03,6876,3593
Uttar Pradesh,Jalaun,2025-04,6056,3593
Uttar Pradesh,Jalaun,2025-05,4932,3025
Uttar Pradesh,Jalaun,2025-06,4404,2798
Uttar Pradesh,Jalaun,2025-07,7687,4260
Uttar Pradesh,Jalaun,2025-09,5234,2264
Uttar Pradesh,Jalaun,2025-10,2365,1590
Uttar Pradesh,Jalaun,2025-11,4549,3125
Uttar Pradesh,Jalaun,2025-12,4641,3690
Uttar Pradesh,Jaunpur,2025-03,11173,8584
Uttar Pradesh,Jaunpur,2025-04,12071,7906
Uttar Pradesh,Jaunpur,2025-05,11317,6959
Uttar Pradesh,Jaunpur,2025-06,7861,6839
Uttar Pradesh,Jaunpur,2025-07,16814,11657
Uttar Pradesh,Jaunpur,2025-09,17426,7301
Uttar Pradesh,Jaunpur,2025-10,8419,5397
Uttar Pradesh,Jaunpur,2025-11,11692,8626
Uttar Pradesh,Jaunpur,2025-12,12375,10663
Uttar Pradesh,Jhansi,2025-03,7879,4859
Uttar Pradesh,Jhansi,2025-04,8508,5297
Uttar Pradesh,Jhansi,2025-05,6462,4314
Uttar Pradesh,Jhansi,2025-06,5365,4169
Uttar Pradesh,Jhansi,2025-07,10327,6861
Uttar Pradesh,Jhansi,2025-09,9268,4002
Uttar Pradesh,Jhansi,2025-10,3809,2448
Uttar Pradesh,Jhansi,2025-11,8435,5260
Uttar Pradesh,Jhansi,2025-12,8158,6584
Uttar Pradesh,Jyotiba Phule Nagar,2025-09,4,32
Uttar Pradesh,Jyotiba Phule Nagar,2025-10,0,24
Uttar Pradesh,Jyotiba Phule Nagar,2025-11,4,48
Uttar Pradesh,Jyotiba Phule Nagar,2025-12,12,53
Uttar Pradesh,Kannauj,2025-03,5073,2306
Uttar Pradesh,Kannauj,2025-04,6803,2814
Uttar Pradesh,Kannauj,2025-05,5736,2040
Uttar Pradesh,Kannauj,2025-06,5290,2107
Uttar Pradesh,Kannauj,2025-07,6587,3188
Uttar Pradesh,Kannauj,2025-09,6085,1787
Uttar Pradesh,Kannauj,2025-10,3074,1465
Uttar Pradesh,Kannauj,2025-11,5374,2800
Uttar Pradesh,Kannauj,2025-12,5693,3431
Uttar Pradesh,Kanpur Dehat,2025-03,6381,2358
Uttar Pradesh,Kanpur Dehat,2025-04,7829,2343
Uttar Pradesh,Kanpur Dehat,2025-05,6873,2107
Uttar Pradesh,Kanpur Dehat,2025-06,4704,2229
Uttar Pradesh,Kanpur Dehat,2025-07,8730,3737
Uttar Pradesh,Kanpur Dehat,2025-09,5762,1964
Uttar Pradesh,Kanpur Dehat,2025-10,2647,1369
Uttar Pradesh,Kanpur Dehat,2025-11,5304,2499
Uttar Pradesh,Kanpur Dehat,2025-12,5478,3312
Uttar Pradesh,Kanpur Nagar,2025-03,9586,8989
Uttar Pradesh,Kanpur Nagar,2025-04,12059,11042
Uttar Pradesh,Kanpur Nagar,2025-05,9393,10813
Uttar Pradesh,Kanpur Nagar,2025-06,7944,10145
Uttar Pradesh,Kanpur Nagar,2025-07,12578,13989
Uttar Pradesh,Kanpur Nagar,2025-09,14030,8213
Uttar Pradesh,Kanpur Nagar,2025-10,7063,5091
Uttar Pradesh,Kanpur Nagar,2025-11,10984,10872
Uttar Pradesh,Kanpur Nagar,2025-12,9186,9461
Uttar Pradesh,Kasganj,2025-03,5037,2259
Uttar Pradesh,Kasganj,2025-04,6901,2382
Uttar Pradesh,Kasganj,2025-05,6215,2130
Uttar Pradesh,Kasganj,2025-06,4695,2173
Uttar Pradesh,Kasganj,2025-07,6998,3642
Uttar Pradesh,Kasganj,2025-09,5801,1800
Uttar Pradesh,Kasganj,2025-10,2345,1292
Uttar Pradesh,Kasganj,2025-11,5984,3011
Uttar Pradesh,Kasganj,2025-12,7063,4791
Uttar Pradesh,Kaushambi,2025-03,8156,2174
Uttar Pradesh,Kaushambi,2025-04,12911,2180
Uttar Pradesh,Kaushambi,2025-05,11295,2012
Uttar Pradesh,Kaushambi,2025-06,6026,2211
Uttar Pradesh,Kaushambi,2025-07,10133,3432
Uttar Pradesh,Kaushambi,2025-09,9254,2292
Uttar Pradesh,Kaushambi,2025-10,3658,1811
Uttar Pradesh,Kaushambi,2025-11,6188,3194
Uttar Pradesh,Kaushambi,2025-12,6620,4048
Uttar Pradesh,Kheri,2025-03,19945,6925
Uttar Pradesh,Kheri,2025-04,14683,6033
Uttar Pradesh,Kheri,2025-05,10615,4323
Uttar Pradesh,Kheri,2025-06,8017,3988
Uttar Pradesh,Kheri,2025-07,24916,6613
Uttar Pradesh,Kheri,2025-09,16374,4475
Uttar Pradesh,Kheri,2025-10,8501,3234
Uttar Pradesh,Kheri,2025-11,18910,6637
Uttar Pradesh,Kheri,2025-12,17677,8197
Uttar Pradesh,Kushinagar,2025-03,8077,7631
Uttar Pradesh,Kushinagar,2025-04,9515,8053
Uttar Pradesh,Kushinagar,2025-05,7693,6395
Uttar Pradesh,Kushinagar,2025-06,4050,5455
Uttar Pradesh,Kushinagar,2025-07,16167,11639
Uttar Pradesh,Kushinagar,2025-09,9413,5574
Uttar Pradesh,Kushinagar,2025-10,4629,4676
Uttar Pradesh,Kushinagar,2025-11,10356,7907
Uttar Pradesh,Kushinagar,2025-12,11424,9172
Uttar Pradesh,Kushinagar *,2025-07,16,13
Uttar Pradesh,Kushinagar *,2025-09,4,3
Uttar Pradesh,Kushinagar *,2025-10,1,3
Uttar Pradesh,Kushinagar *,2025-11,10,9
Uttar Pradesh,Kushinagar *,2025-12,8,12
Uttar Pradesh,Lalitpur,2025-03,3811,3785
Uttar Pradesh,Lalitpur,2025-04,4531,3627
Uttar Pradesh,Lalitpur,2025-05,3420,2509
Uttar Pradesh,Lalitpur,2025-06,5001,3042
Uttar Pradesh,Lalitpur,2025-07,9827,5378
Uttar Pradesh,Lalitpur,2025-09,6952,3228
Uttar Pradesh,Lalitpur,2025-10,2410,1591
Uttar Pradesh,Lalitpur,2025-11,4627,3276
Uttar Pradesh,Lalitpur,2025-12,4575,3930
Uttar Pradesh,Lucknow,2025-03,13425,10231
Uttar Pradesh,Lucknow,2025-04,17408,12249
Uttar Pradesh,Lucknow,2025-05,12945,10891
Uttar Pradesh,Lucknow,2025-06,11433,10121
Uttar Pradesh,Lucknow,2025-07,18785,14717
Uttar Pradesh,Lucknow,2025-09,13238,8017
Uttar Pradesh,Lucknow,2025-10,7187,5109
Uttar Pradesh,Lucknow,2025-11,13377,9925
Uttar Pradesh,Lucknow,2025-12,16040,12292
Uttar Pradesh,Maharajganj,2025-03,5914,5062
Uttar Pradesh,Maharajganj,2025-04,6533,5487
Uttar Pradesh,Maharajganj,2025-05,5024,4153
Uttar Pradesh,Maharajganj,2025-06,3856,3997
Uttar Pradesh,Maharajganj,2025-07,10169,7097
Uttar Pradesh,Maharajganj,2025-09,6816,3597
Uttar Pradesh,Maharajganj,2025-10,3660,2774
Uttar Pradesh,Maharajganj,2025-11,7443,4969
Uttar Pradesh,Maharajganj,2025-12,9440,7110
Uttar Pradesh,Mahoba,2025-03,3781,1770
Uttar Pradesh,Mahoba,2025-04,3350,1489
Uttar Pradesh,Mahoba,2025-05,2569,1192
Uttar Pradesh,Mahoba,2025-06,2835,1630
Uttar Pradesh,Mahoba,2025-07,5324,2570
Uttar Pradesh,Mahoba,2025-09,4342,1481
Uttar Pradesh,Mahoba,2025-10,1605,785
Uttar Pradesh,Mahoba,2025-11,3385,1670
Uttar Pradesh,Mahoba,2025-12,3987,2574
Uttar Pradesh,Mahoba *,2025-09,0,1
Uttar Pradesh,Mahrajganj,2025-09,2,2
Uttar Pradesh,Mahrajganj,2025-10,2,0
Uttar Pradesh,Mahrajganj,2025-11,5,4
Uttar Pradesh,Mahrajganj,2025-12,2,8
Uttar Pradesh,Mainpuri,2025-03,3971,2801
Uttar Pradesh,Mainpuri,2025-04,4338,2680
Uttar Pradesh,Mainpuri,2025-05,6433,2568
Uttar Pradesh,Mainpuri,2025-06,3726,2473
Uttar Pradesh,Mainpuri,2025-07,7481,4479
Uttar Pradesh,Mainpuri,2025-09,7862,2368
Uttar Pradesh,Mainpuri,2025-10,2600,1495
Uttar Pradesh,Mainpuri,2025-11,5755,2959
Uttar Pradesh,Mainpuri,2025-12,5367,4435
Uttar Pradesh,Mathura,2025-03,9952,4171
Uttar Pradesh,Mathura,2025-04,10819,4179
Uttar Pradesh,Mathura,2025-05,9243,4382
Uttar Pradesh,Mathura,2025-06,7366,4486
Uttar Pradesh,Mathura,2025-07,11138,6766
Uttar Pradesh,Mathura,2025-09,9256,3369
Uttar Pradesh,Mathura,2025-10,4777,2358
Uttar Pradesh,Mathura,2025-11,8368,4359
Uttar Pradesh,Mathura,2025-12,9074,5354
Uttar Pradesh,Mau,2025-03,7060,4125
Uttar Pradesh,Mau,2025-04,6021,3902
Uttar Pradesh,Mau,2025-05,4313,3847
Uttar Pradesh,Mau,2025-06,3599,3729
Uttar Pradesh,Mau,2025-07,6222,6314
Uttar Pradesh,Mau,2025-09,6611,4096
Uttar Pradesh,Mau,2025-10,3400,3083
Uttar Pradesh,Mau,2025-11,4852,5388
Uttar Pradesh,Mau,2025-12,4833,6466
Uttar Pradesh,Meerut,2025-03,17856,6926
Uttar Pradesh,Meerut,2025-04,15088,7492
Uttar Pradesh,Meerut,2025-05,11034,7199
Uttar Pradesh,Meerut,2025-06,10456,7332
Uttar Pradesh,Meerut,2025-07,12453,9026
Uttar Pradesh,Meerut,2025-09,10624,5593
Uttar Pradesh,Meerut,2025-10,6352,4320
Uttar Pradesh,Meerut,2025-11,14004,8492
Uttar Pradesh,Meerut,2025-12,11370,8035
Uttar Pradesh,Mirzapur,2025-03,9012,4430
Uttar Pradesh,Mirzapur,2025-04,10945,3802
Uttar Pradesh,Mirzapur,2025-05,8407,3269
Uttar Pradesh,Mirzapur,2025-06,5582,3182
Uttar Pradesh,Mirzapur,2025-07,11084,5205
Uttar Pradesh,Mirzapur,2025-09,8333,2889
Uttar Pradesh,Mirzapur,2025-10,5164,2495
Uttar Pradesh,Mirzapur,2025-11,7125,3999
Uttar Pradesh,Mirzapur,2025-12,8288,4981
Uttar Pradesh,Moradabad,2025-03,13376,6120
Uttar Pradesh,Moradabad,2025-04,16586,6986
Uttar Pradesh,Moradabad,2025-05,10658,5928
Uttar Pradesh,Moradabad,2025-06,6836,5935
Uttar Pradesh,Moradabad,2025-07,10536,8850
Uttar Pradesh,Moradabad,2025-09,8844,4705
Uttar Pradesh,Moradabad,2025-10,6536,3515
Uttar Pradesh,Moradabad,2025-11,17123,7702
Uttar Pradesh,Moradabad,2025-12,11264,8974
Uttar Pradesh,Muzaffarnagar,2025-03,16292,5670
Uttar Pradesh,Muzaffarnagar,2025-04,16529,6262
Uttar Pradesh,Muzaffarnagar,2025-05,13303,6068
Uttar Pradesh,Muzaffarnagar,2025-06,8110,5626
Uttar Pradesh,Muzaffarnagar,2025-07,22212,9473
Uttar Pradesh,Muzaffarnagar,2025-09,12337,4528
Uttar Pradesh,Muzaffarnagar,2025-10,6401,3509
Uttar Pradesh,Muzaffarnagar,2025-11,9880,7094
Uttar Pradesh,Muzaffarnagar,2025-12,8674,7883
Uttar Pradesh,Pilibhit,2025-03,11998,5632
Uttar Pradesh,Pilibhit,2025-04,13228,5607
Uttar Pradesh,Pilibhit,2025-05,13196,4025
